NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562	EPITHELIAL TUBE MORPHOGENESIS%GOBP%GO:0060562		93	0.37950274	1.0736693	0.30604982	0.5626115	1.0	1124	tags=19%, list=9%, signal=21%	
REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389	REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389		66	0.39900392	1.0731539	0.31858408	0.56351197	1.0	2062	tags=27%, list=16%, signal=32%	
AMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0006022	AMINOGLYCAN METABOLIC PROCESS%GOBP%GO:0006022		52	0.4140572	1.0730932	0.3206522	0.56336945	1.0	970	tags=15%, list=8%, signal=17%	
MOVEMENT IN HOST%GOBP%GO:0044000	MOVEMENT IN HOST%GOBP%GO:0044000		48	0.42098948	1.072628	0.3679417	0.56416094	1.0	2022	tags=29%, list=16%, signal=34%	
PROTEIN-CONTAINING COMPLEX LOCALIZATION%GOBP%GO:0031503	PROTEIN-CONTAINING COMPLEX LOCALIZATION%GOBP%GO:0031503		95	0.37619188	1.0722212	0.29893237	0.5647968	1.0	947	tags=15%, list=7%, signal=16%	
BIOCARTA_TPO_PATHWAY%MSIGDB_C2%BIOCARTA_TPO_PATHWAY	BIOCARTA_TPO_PATHWAY%MSIGDB_C2%BIOCARTA_TPO_PATHWAY		15	0.5239363	1.0717635	0.38535646	0.56553876	1.0	2439	tags=53%, list=19%, signal=66%	
REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048145	REGULATION OF FIBROBLAST PROLIFERATION%GOBP%GO:0048145		33	0.44266325	1.0716363	0.3512545	0.5656092	1.0	2183	tags=33%, list=17%, signal=40%	
PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME%R-HSA-5693607.1	PROCESSING OF DNA DOUBLE-STRAND BREAK ENDS%REACTOME%R-HSA-5693607.1		55	0.40022218	1.071226	0.33271718	0.5662651	1.0	2610	tags=29%, list=20%, signal=36%	
REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0070302	REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0070302		106	0.36936703	1.0709094	0.28825623	0.5666978	1.0	1358	tags=22%, list=11%, signal=24%	
PARKINSON'S DISEASE PATHWAY%WIKIPATHWAYS_20220510%WP2371%HOMO SAPIENS	PARKINSON'S DISEASE PATHWAY%WIKIPATHWAYS_20220510%WP2371%HOMO SAPIENS		22	0.490401	1.0707581	0.36074767	0.56674945	1.0	1894	tags=36%, list=15%, signal=43%	
CHORDATE EMBRYONIC DEVELOPMENT%GOBP%GO:0043009	CHORDATE EMBRYONIC DEVELOPMENT%GOBP%GO:0043009		103	0.3743354	1.0707222	0.3143872	0.5665494	1.0	1997	tags=29%, list=15%, signal=34%	
GROWTH%GOBP%GO:0040007	GROWTH%GOBP%GO:0040007		97	0.37343246	1.0704421	0.3099099	0.5668829	1.0	541	tags=14%, list=4%, signal=15%	
MRNA SPLICING%REACTOME DATABASE ID RELEASE 83%72172	MRNA SPLICING%REACTOME DATABASE ID RELEASE 83%72172		197	0.34462586	1.0702789	0.28760332	0.56697935	1.0	2767	tags=30%, list=21%, signal=38%	
FORMATION OF PARAXIAL MESODERM%REACTOME DATABASE ID RELEASE 83%9793380	FORMATION OF PARAXIAL MESODERM%REACTOME DATABASE ID RELEASE 83%9793380		16	0.512146	1.0702009	0.38133875	0.5668879	1.0	1024	tags=19%, list=8%, signal=20%	
POSITIVE REGULATION OF BONE MINERALIZATION%GOBP%GO:0030501	POSITIVE REGULATION OF BONE MINERALIZATION%GOBP%GO:0030501		21	0.48596552	1.0701264	0.35757574	0.5667801	1.0	651	tags=19%, list=5%, signal=20%	
RAF-INDEPENDENT MAPK1 3 ACTIVATION%REACTOME DATABASE ID RELEASE 83%112409	RAF-INDEPENDENT MAPK1 3 ACTIVATION%REACTOME DATABASE ID RELEASE 83%112409		17	0.5088855	1.0699055	0.37816763	0.566979	1.0	1282	tags=35%, list=10%, signal=39%	
GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS	GMCSF-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%GMCSF-MEDIATED SIGNALING EVENTS		28	0.45251235	1.0698687	0.37044534	0.5667981	1.0	1596	tags=36%, list=12%, signal=41%	
CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968	CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968		15	0.5180806	1.0693413	0.3863179	0.567703	1.0	113	tags=7%, list=1%, signal=7%	
SIGNALING BY BRAF AND RAF1 FUSIONS%REACTOME DATABASE ID RELEASE 83%6802952	SIGNALING BY BRAF AND RAF1 FUSIONS%REACTOME DATABASE ID RELEASE 83%6802952		47	0.41973704	1.0691103	0.35686275	0.56796896	1.0	1356	tags=19%, list=10%, signal=21%	
NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090101	NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090101		79	0.38599744	1.0687038	0.31663686	0.5686069	1.0	672	tags=16%, list=5%, signal=17%	
EMBRYONIC ORGAN MORPHOGENESIS%GOBP%GO:0048562	EMBRYONIC ORGAN MORPHOGENESIS%GOBP%GO:0048562		70	0.3877331	1.0682867	0.31926605	0.56929845	1.0	835	tags=14%, list=6%, signal=15%	
NEGATIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903038	NEGATIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903038		46	0.42123517	1.0679467	0.34790874	0.5697783	1.0	1549	tags=22%, list=12%, signal=25%	
REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000300	REGULATION OF SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:2000300		15	0.5320001	1.0678865	0.3747412	0.5696413	1.0	1678	tags=33%, list=13%, signal=38%	
NEGATIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045581	NEGATIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045581		19	0.5008522	1.0677949	0.4090909	0.56957984	1.0	1116	tags=16%, list=9%, signal=17%	
REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070861	REGULATION OF PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0070861		19	0.4895278	1.067519	0.38353413	0.56993496	1.0	1397	tags=26%, list=11%, signal=29%	
INTEGRATION OF ENERGY METABOLISM%REACTOME DATABASE ID RELEASE 83%163685	INTEGRATION OF ENERGY METABOLISM%REACTOME DATABASE ID RELEASE 83%163685		76	0.3840607	1.0674107	0.3268206	0.569909	1.0	1574	tags=20%, list=12%, signal=22%	
BUDDING AND MATURATION OF HIV VIRION%REACTOME%R-HSA-162588.2	BUDDING AND MATURATION OF HIV VIRION%REACTOME%R-HSA-162588.2		23	0.47764176	1.0672661	0.36084452	0.5699488	1.0	1925	tags=26%, list=15%, signal=31%	
DOWNREGULATION OF SMAD2 3:SMAD4 TRANSCRIPTIONAL ACTIVITY%REACTOME%R-HSA-2173795.4	DOWNREGULATION OF SMAD2 3:SMAD4 TRANSCRIPTIONAL ACTIVITY%REACTOME%R-HSA-2173795.4		28	0.4550599	1.0671511	0.36415094	0.56993365	1.0	1724	tags=25%, list=13%, signal=29%	
NEGATIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010633	NEGATIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010633		42	0.42458186	1.0668294	0.3365019	0.5704066	1.0	1317	tags=21%, list=10%, signal=24%	
NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009123	NUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009123		30	0.45015332	1.0668067	0.3488806	0.57018083	1.0	1500	tags=30%, list=12%, signal=34%	
CELL REDOX HOMEOSTASIS%GOBP%GO:0045454	CELL REDOX HOMEOSTASIS%GOBP%GO:0045454		26	0.4644748	1.0667125	0.37598425	0.57010835	1.0	1385	tags=23%, list=11%, signal=26%	
POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051092	POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051092		87	0.38223585	1.066407	0.34115523	0.5705095	1.0	674	tags=10%, list=5%, signal=11%	
POSITIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051091	POSITIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051091		150	0.35388768	1.0662357	0.3040422	0.5706094	1.0	674	tags=9%, list=5%, signal=9%	
TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006366	TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006366		167	0.34588677	1.0656631	0.29545453	0.57164514	1.0	1546	tags=16%, list=12%, signal=18%	
PID_LYMPH_ANGIOGENESIS_PATHWAY%MSIGDB_C2%PID_LYMPH_ANGIOGENESIS_PATHWAY	PID_LYMPH_ANGIOGENESIS_PATHWAY%MSIGDB_C2%PID_LYMPH_ANGIOGENESIS_PATHWAY		16	0.5185928	1.0653747	0.388	0.5720441	1.0	2045	tags=38%, list=16%, signal=44%	
RESPONSE TO HEXOSE%GOBP%GO:0009746	RESPONSE TO HEXOSE%GOBP%GO:0009746		40	0.4222601	1.0653024	0.3419483	0.57193893	1.0	621	tags=10%, list=5%, signal=10%	
PEPTIDYL-CYSTEINE MODIFICATION%GOBP%GO:0018198	PEPTIDYL-CYSTEINE MODIFICATION%GOBP%GO:0018198		23	0.47584602	1.0651585	0.36679536	0.57197857	1.0	2961	tags=35%, list=23%, signal=45%	
DIGESTION%GOBP%GO:0007586	DIGESTION%GOBP%GO:0007586		24	0.46180996	1.0649912	0.38632163	0.5720604	1.0	761	tags=21%, list=6%, signal=22%	
CELL RECOGNITION%GOBP%GO:0008037	CELL RECOGNITION%GOBP%GO:0008037		39	0.4242799	1.0648814	0.37084872	0.5720631	1.0	325	tags=15%, list=3%, signal=16%	
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME DATABASE ID RELEASE 83%2173782	BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME DATABASE ID RELEASE 83%2173782		15	0.51702607	1.0646642	0.3976834	0.5722769	1.0	128	tags=13%, list=1%, signal=13%	
POSITIVE REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045429	POSITIVE REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045429		16	0.5073904	1.0644743	0.37714285	0.5724524	1.0	109	tags=13%, list=1%, signal=13%	
REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863	REGULATION OF T CELL ACTIVATION%GOBP%GO:0050863		136	0.35787418	1.0641128	0.31899643	0.5730196	1.0	1748	tags=24%, list=14%, signal=28%	
SENSORY PROCESSING OF SOUND%REACTOME%R-HSA-9659379.2	SENSORY PROCESSING OF SOUND%REACTOME%R-HSA-9659379.2		37	0.43447948	1.0640672	0.36416185	0.57286644	1.0	924	tags=22%, list=7%, signal=23%	
REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:1905562	REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:1905562		15	0.52049655	1.0636547	0.38086304	0.573489	1.0	2103	tags=33%, list=16%, signal=40%	
OPIOID SIGNALLING%REACTOME DATABASE ID RELEASE 83%111885	OPIOID SIGNALLING%REACTOME DATABASE ID RELEASE 83%111885		67	0.39139107	1.0636486	0.33641404	0.5732302	1.0	1491	tags=22%, list=12%, signal=25%	
POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824	POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824		37	0.4350028	1.0633714	0.37867647	0.573579	1.0	853	tags=14%, list=7%, signal=14%	
POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766	POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766		21	0.4824902	1.0632948	0.40836653	0.5734673	1.0	746	tags=24%, list=6%, signal=25%	
LIPID TRANSPORT%GOBP%GO:0006869	LIPID TRANSPORT%GOBP%GO:0006869		127	0.36161244	1.0632547	0.32764506	0.5732822	1.0	785	tags=14%, list=6%, signal=15%	
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0036003	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0036003		15	0.50529337	1.0629303	0.3879668	0.57374674	1.0	2180	tags=47%, list=17%, signal=56%	
PORPHYRIN METABOLISM%REACTOME DATABASE ID RELEASE 83%189445	PORPHYRIN METABOLISM%REACTOME DATABASE ID RELEASE 83%189445		16	0.4986819	1.0625718	0.40480962	0.57425636	1.0	2205	tags=25%, list=17%, signal=30%	
DEVELOPMENTAL GROWTH%GOBP%GO:0048589	DEVELOPMENTAL GROWTH%GOBP%GO:0048589		97	0.37343246	1.0621674	0.34397164	0.5749287	1.0	541	tags=14%, list=4%, signal=15%	
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20220510%WP399%HOMO SAPIENS	WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20220510%WP399%HOMO SAPIENS		60	0.3952964	1.0617828	0.3387978	0.5755405	1.0	1350	tags=17%, list=10%, signal=19%	
NEGATIVE REGULATION OF BINDING%GOBP%GO:0051100	NEGATIVE REGULATION OF BINDING%GOBP%GO:0051100		84	0.3759349	1.0608978	0.33716476	0.57731545	1.0	1374	tags=19%, list=11%, signal=21%	
REGULATION OF EXTENT OF CELL GROWTH%GOBP%GO:0061387	REGULATION OF EXTENT OF CELL GROWTH%GOBP%GO:0061387		44	0.41612488	1.0608753	0.35603112	0.5770934	1.0	1322	tags=18%, list=10%, signal=20%	
HSF1-DEPENDENT TRANSACTIVATION%REACTOME%R-HSA-3371571.1	HSF1-DEPENDENT TRANSACTIVATION%REACTOME%R-HSA-3371571.1		16	0.5074087	1.060863	0.38493723	0.5768539	1.0	2431	tags=31%, list=19%, signal=38%	
CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632	CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632		42	0.41739872	1.0602798	0.36567163	0.57787234	1.0	761	tags=17%, list=6%, signal=18%	
RESPONSE TO MONOSACCHARIDE%GOBP%GO:0034284	RESPONSE TO MONOSACCHARIDE%GOBP%GO:0034284		40	0.4222601	1.0601494	0.35969868	0.5779062	1.0	621	tags=10%, list=5%, signal=10%	
GLYCOSIDE METABOLIC PROCESS%GOBP%GO:0016137	GLYCOSIDE METABOLIC PROCESS%GOBP%GO:0016137		15	0.5113194	1.0597459	0.40882918	0.578532	1.0	1008	tags=13%, list=8%, signal=14%	
C-MYC PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYC PATHWAY	C-MYC PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYC PATHWAY		23	0.46804267	1.059606	0.374031	0.5785698	1.0	1346	tags=22%, list=10%, signal=24%	
HSP90 CHAPERONE CYCLE FOR SHRS%REACTOME DATABASE ID RELEASE 83%3371497	HSP90 CHAPERONE CYCLE FOR SHRS%REACTOME DATABASE ID RELEASE 83%3371497		32	0.4424405	1.058938	0.35820895	0.579781	1.0	2774	tags=47%, list=21%, signal=60%	
GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20220510%WP2880%HOMO SAPIENS	GLUCOCORTICOID RECEPTOR PATHWAY%WIKIPATHWAYS_20220510%WP2880%HOMO SAPIENS		48	0.41083765	1.0579003	0.38356164	0.5818427	1.0	1325	tags=29%, list=10%, signal=32%	
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904376	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904376		16	0.5131878	1.0577372	0.39423078	0.5819449	1.0	432	tags=19%, list=3%, signal=19%	
METABOTROPIC GLUTAMATE RECEPTOR GROUP III PATHWAY%PANTHER PATHWAY%P00039	METABOTROPIC GLUTAMATE RECEPTOR GROUP III PATHWAY%PANTHER PATHWAY%P00039		41	0.4248922	1.0576725	0.37887067	0.5818425	1.0	2592	tags=39%, list=20%, signal=49%	
RESPONSE TO UV%GOBP%GO:0009411	RESPONSE TO UV%GOBP%GO:0009411		96	0.37076965	1.0572531	0.3386525	0.5824946	1.0	1621	tags=18%, list=13%, signal=20%	
POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051149	POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051149		25	0.45479807	1.0569116	0.36450383	0.58301234	1.0	1033	tags=20%, list=8%, signal=22%	
NOD1 2 SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 83%168638	NOD1 2 SIGNALING PATHWAY%REACTOME DATABASE ID RELEASE 83%168638		25	0.45228598	1.0568365	0.38593155	0.5829087	1.0	1793	tags=24%, list=14%, signal=28%	
BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH HOST%GOBP%GO:0051701	BIOLOGICAL PROCESS INVOLVED IN INTERACTION WITH HOST%GOBP%GO:0051701		63	0.39171287	1.0560106	0.36312848	0.58449733	1.0	1672	tags=25%, list=13%, signal=29%	
INNATE IMMUNE RESPONSE%GOBP%GO:0045087	INNATE IMMUNE RESPONSE%GOBP%GO:0045087		156	0.34319323	1.0558177	0.3159664	0.5846629	1.0	1733	tags=17%, list=13%, signal=19%	
ARTERY DEVELOPMENT%GOBP%GO:0060840	ARTERY DEVELOPMENT%GOBP%GO:0060840		34	0.43310228	1.05571	0.37159532	0.5846305	1.0	749	tags=21%, list=6%, signal=22%	
RESPONSE TO GLUCOSE%GOBP%GO:0009749	RESPONSE TO GLUCOSE%GOBP%GO:0009749		38	0.42688423	1.0556703	0.37115383	0.58444697	1.0	621	tags=11%, list=5%, signal=11%	
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724	DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724		90	0.37348747	1.0555825	0.35037878	0.5843656	1.0	891	tags=11%, list=7%, signal=12%	
NRP1-TRIGGERED SIGNALING PATHWAYS IN PANCREATIC CANCER %WIKIPATHWAYS_20220510%WP5144%HOMO SAPIENS	NRP1-TRIGGERED SIGNALING PATHWAYS IN PANCREATIC CANCER %WIKIPATHWAYS_20220510%WP5144%HOMO SAPIENS		33	0.4383248	1.0552602	0.37717602	0.58484584	1.0	749	tags=15%, list=6%, signal=16%	
LIPID LOCALIZATION%GOBP%GO:0010876	LIPID LOCALIZATION%GOBP%GO:0010876		141	0.34973866	1.055142	0.31228667	0.5848437	1.0	785	tags=13%, list=6%, signal=14%	
G ALPHA (12 13) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 83%416482	G ALPHA (12 13) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 83%416482		55	0.39720201	1.0550128	0.33958724	0.5848628	1.0	1000	tags=15%, list=8%, signal=16%	
NUCLEAR SIGNALING BY ERBB4%REACTOME%R-HSA-1251985.5	NUCLEAR SIGNALING BY ERBB4%REACTOME%R-HSA-1251985.5		21	0.4791669	1.0550128	0.39478958	0.5845899	1.0	439	tags=14%, list=3%, signal=15%	
PROTEIN LOCALIZATION TO MICROTUBULE CYTOSKELETON%GOBP%GO:0072698	PROTEIN LOCALIZATION TO MICROTUBULE CYTOSKELETON%GOBP%GO:0072698		27	0.44443652	1.0549073	0.3782696	0.5845534	1.0	1380	tags=15%, list=11%, signal=17%	
MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 83%68877	MITOTIC PROMETAPHASE%REACTOME DATABASE ID RELEASE 83%68877		163	0.34428692	1.0548387	0.318264	0.5844304	1.0	2044	tags=22%, list=16%, signal=26%	
E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%R-HSA-113510.3	E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%R-HSA-113510.3		19	0.48809806	1.0546767	0.3752345	0.5845126	1.0	2062	tags=37%, list=16%, signal=44%	
REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902175	REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902175		21	0.48464382	1.0538292	0.39655173	0.58614737	1.0	2255	tags=38%, list=17%, signal=46%	
POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798	POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798		22	0.4730666	1.0538179	0.37821782	0.5858963	1.0	1446	tags=27%, list=11%, signal=31%	
NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777	NEGATIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050777		79	0.3803091	1.0537746	0.36479127	0.58572644	1.0	2699	tags=34%, list=21%, signal=43%	
MUSCLE ORGAN MORPHOGENESIS%GOBP%GO:0048644	MUSCLE ORGAN MORPHOGENESIS%GOBP%GO:0048644		28	0.44114202	1.0536658	0.38011697	0.5856782	1.0	716	tags=21%, list=6%, signal=23%	
NEGATIVE REGULATION OF PROTEIN BINDING%GOBP%GO:0032091	NEGATIVE REGULATION OF PROTEIN BINDING%GOBP%GO:0032091		50	0.40899017	1.0534971	0.37333333	0.58580726	1.0	1371	tags=18%, list=11%, signal=20%	
DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007212	DOPAMINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007212		15	0.5101347	1.0533761	0.39637828	0.58581144	1.0	1442	tags=27%, list=11%, signal=30%	
VESICLE TARGETING, ROUGH ER TO CIS-GOLGI%GOBP%GO:0048207	VESICLE TARGETING, ROUGH ER TO CIS-GOLGI%GOBP%GO:0048207		18	0.487419	1.053269	0.4008016	0.58576363	1.0	2893	tags=50%, list=22%, signal=64%	
VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281	VENTRICULAR SEPTUM DEVELOPMENT%GOBP%GO:0003281		30	0.4508717	1.0532365	0.38640776	0.5855682	1.0	444	tags=13%, list=3%, signal=14%	
STEROL HOMEOSTASIS%GOBP%GO:0055092	STEROL HOMEOSTASIS%GOBP%GO:0055092		42	0.41739872	1.0529697	0.37121212	0.5858587	1.0	761	tags=17%, list=6%, signal=18%	
DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 83%69190	DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 83%69190		29	0.45163032	1.0528406	0.3960396	0.58588326	1.0	3612	tags=59%, list=28%, signal=81%	
POSITIVE REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051491	POSITIVE REGULATION OF FILOPODIUM ASSEMBLY%GOBP%GO:0051491		22	0.4668867	1.052719	0.36608863	0.58588684	1.0	1415	tags=32%, list=11%, signal=36%	
HOST-PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES - INTERFERON INDUCTION%WIKIPATHWAYS_20220510%WP4880%HOMO SAPIENS	HOST-PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES - INTERFERON INDUCTION%WIKIPATHWAYS_20220510%WP4880%HOMO SAPIENS		23	0.45858988	1.0523548	0.4024145	0.5864286	1.0	3139	tags=39%, list=24%, signal=52%	
MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0072330	MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS%GOBP%GO:0072330		73	0.390877	1.0523286	0.3697632	0.5862155	1.0	1342	tags=18%, list=10%, signal=20%	
WNT SIGNALING PATHWAY%GOBP%GO:0016055	WNT SIGNALING PATHWAY%GOBP%GO:0016055		75	0.3766392	1.0522941	0.35842294	0.58603233	1.0	1428	tags=17%, list=11%, signal=19%	
REGULATION OF LIPID STORAGE%GOBP%GO:0010883	REGULATION OF LIPID STORAGE%GOBP%GO:0010883		24	0.46002212	1.0520407	0.37721023	0.5862947	1.0	1123	tags=17%, list=9%, signal=18%	
PID_EPHRINB_REV_PATHWAY%MSIGDB_C2%PID_EPHRINB_REV_PATHWAY	PID_EPHRINB_REV_PATHWAY%MSIGDB_C2%PID_EPHRINB_REV_PATHWAY		18	0.48396954	1.0519319	0.3880597	0.5862812	1.0	1473	tags=33%, list=11%, signal=38%	
EPH-EPHRIN MEDIATED REPULSION OF CELLS%REACTOME DATABASE ID RELEASE 83%3928665	EPH-EPHRIN MEDIATED REPULSION OF CELLS%REACTOME DATABASE ID RELEASE 83%3928665		35	0.43088394	1.051135	0.39478585	0.5877536	1.0	1835	tags=31%, list=14%, signal=37%	
MRNA CLEAVAGE%GOBP%GO:0006379	MRNA CLEAVAGE%GOBP%GO:0006379		16	0.5031243	1.0510273	0.4019802	0.58772284	1.0	700	tags=19%, list=5%, signal=20%	
PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY	PID_ENDOTHELIN_PATHWAY%MSIGDB_C2%PID_ENDOTHELIN_PATHWAY		36	0.42744583	1.0508037	0.39243028	0.5879503	1.0	1176	tags=22%, list=9%, signal=24%	
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731		69	0.38760749	1.0506793	0.35779816	0.58797747	1.0	1152	tags=22%, list=9%, signal=24%	
MRNA 3'-END PROCESSING%REACTOME%R-HSA-72187.5	MRNA 3'-END PROCESSING%REACTOME%R-HSA-72187.5		52	0.40527084	1.050641	0.37522125	0.5877895	1.0	908	tags=15%, list=7%, signal=16%	
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20220510%WP4786%HOMO SAPIENS	TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20220510%WP4786%HOMO SAPIENS		17	0.5051012	1.050616	0.3996139	0.58756775	1.0	1062	tags=29%, list=8%, signal=32%	
RHOC GTPASE CYCLE%REACTOME DATABASE ID RELEASE 83%9013106	RHOC GTPASE CYCLE%REACTOME DATABASE ID RELEASE 83%9013106		60	0.39570886	1.0503869	0.36328873	0.5878251	1.0	2461	tags=27%, list=19%, signal=33%	
