NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
CARDIOCYTE DIFFERENTIATION%GOBP%GO:0035051	CARDIOCYTE DIFFERENTIATION%GOBP%GO:0035051		39	-0.42497447	-1.0659438	0.35355648	0.7569518	1.0	1106	tags=23%, list=9%, signal=25%	
INACTIVATION OF CSF3 (G-CSF) SIGNALING%REACTOME%R-HSA-9705462.1	INACTIVATION OF CSF3 (G-CSF) SIGNALING%REACTOME%R-HSA-9705462.1		16	-0.50443196	-1.0656775	0.37898687	0.75674313	1.0	255	tags=13%, list=2%, signal=13%	
PEPTIDYL-LYSINE METHYLATION%GOBP%GO:0018022	PEPTIDYL-LYSINE METHYLATION%GOBP%GO:0018022		47	-0.40193176	-1.0648605	0.33050847	0.7583074	1.0	3828	tags=36%, list=30%, signal=51%	
RETT SYNDROME CAUSING GENES%WIKIPATHWAYS_20220510%WP4312%HOMO SAPIENS	RETT SYNDROME CAUSING GENES%WIKIPATHWAYS_20220510%WP4312%HOMO SAPIENS		32	-0.4316802	-1.0647296	0.35667396	0.75771934	1.0	626	tags=13%, list=5%, signal=13%	
MEMBRANE DEPOLARIZATION%GOBP%GO:0051899	MEMBRANE DEPOLARIZATION%GOBP%GO:0051899		15	-0.51291925	-1.0645266	0.38912135	0.757373	1.0	314	tags=20%, list=2%, signal=20%	
REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697	REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002697		115	-0.34671444	-1.0637572	0.30309734	0.7588349	1.0	920	tags=15%, list=7%, signal=16%	
FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021	FGF SIGNALING PATHWAY%PANTHER PATHWAY%P00021		54	-0.3838453	-1.0637286	0.35421166	0.7579017	1.0	1341	tags=17%, list=10%, signal=19%	
TRANSITION METAL ION TRANSPORT%GOBP%GO:0000041	TRANSITION METAL ION TRANSPORT%GOBP%GO:0000041		51	-0.3920618	-1.0633339	0.33333334	0.7582221	1.0	1210	tags=18%, list=9%, signal=19%	
PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY	PID_S1P_META_PATHWAY%MSIGDB_C2%PID_S1P_META_PATHWAY		15	-0.4946371	-1.0631187	0.38336715	0.75788206	1.0	632	tags=20%, list=5%, signal=21%	
GLUCONEOGENESIS%PATHWHIZ%PW000152	GLUCONEOGENESIS%PATHWHIZ%PW000152		16	-0.50727826	-1.0630088	0.3707415	0.7571828	1.0	1245	tags=25%, list=10%, signal=28%	
GLYCOGENOSIS, TYPE IA. VON GIERKE DISEASE%SMPDB%SMP0000581	GLYCOGENOSIS, TYPE IA. VON GIERKE DISEASE%SMPDB%SMP0000581		16	-0.50727826	-1.0629706	0.39256197	0.7562942	1.0	1245	tags=25%, list=10%, signal=28%	
DISRUPTION OF POSTSYNAPTIC SIGNALING BY CNV%WIKIPATHWAYS_20220510%WP4875%HOMO SAPIENS	DISRUPTION OF POSTSYNAPTIC SIGNALING BY CNV%WIKIPATHWAYS_20220510%WP4875%HOMO SAPIENS		17	-0.48889223	-1.0626496	0.39679357	0.75635105	1.0	2248	tags=35%, list=17%, signal=43%	
ORGANOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046434	ORGANOPHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046434		74	-0.37343368	-1.0623263	0.33690986	0.7563209	1.0	1972	tags=27%, list=15%, signal=32%	
NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141	NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009141		118	-0.35032037	-1.062287	0.32451922	0.7554517	1.0	1332	tags=17%, list=10%, signal=19%	
CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588	CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0070588		78	-0.37100318	-1.0613798	0.34273317	0.7572772	1.0	1140	tags=19%, list=9%, signal=21%	
DETECTION OF CHEMICAL STIMULUS%GOBP%GO:0009593	DETECTION OF CHEMICAL STIMULUS%GOBP%GO:0009593		28	-0.44366544	-1.0604525	0.37179488	0.75914663	1.0	415	tags=11%, list=3%, signal=11%	
SLC TRANSPORTER DISORDERS%REACTOME DATABASE ID RELEASE 83%5619102	SLC TRANSPORTER DISORDERS%REACTOME DATABASE ID RELEASE 83%5619102		62	-0.38221574	-1.0602736	0.33618844	0.75869614	1.0	1486	tags=16%, list=11%, signal=18%	
GPI ANCHOR BIOSYNTHETIC PROCESS%GOBP%GO:0006506	GPI ANCHOR BIOSYNTHETIC PROCESS%GOBP%GO:0006506		26	-0.4486161	-1.0602009	0.3768116	0.7579158	1.0	3281	tags=31%, list=25%, signal=41%	
CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738		69	-0.3737306	-1.0599632	0.3440171	0.7576314	1.0	1692	tags=28%, list=13%, signal=32%	
STIMULI-SENSING CHANNELS%REACTOME DATABASE ID RELEASE 83%2672351	STIMULI-SENSING CHANNELS%REACTOME DATABASE ID RELEASE 83%2672351		52	-0.3856258	-1.0598966	0.31485587	0.75686187	1.0	1756	tags=19%, list=14%, signal=22%	
CARBOHYDRATE DERIVATIVE TRANSPORT%GOBP%GO:1901264	CARBOHYDRATE DERIVATIVE TRANSPORT%GOBP%GO:1901264		41	-0.40738496	-1.059696	0.35	0.75650233	1.0	2048	tags=27%, list=16%, signal=32%	
PURINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0072523	PURINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0072523		33	-0.417252	-1.0581793	0.37908497	0.760144	1.0	939	tags=24%, list=7%, signal=26%	
PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144	PURINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009144		102	-0.35277617	-1.0576658	0.33171913	0.7607107	1.0	1332	tags=18%, list=10%, signal=20%	
ZINC ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0071577	ZINC ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0071577		16	-0.4942444	-1.0568506	0.4	0.76234794	1.0	1911	tags=25%, list=15%, signal=29%	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS		24	-0.45995137	-1.0565054	0.37995824	0.76240927	1.0	1225	tags=17%, list=9%, signal=18%	
MULTICELLULAR ORGANISMAL-LEVEL CHEMICAL HOMEOSTASIS%GOBP%GO:0140962	MULTICELLULAR ORGANISMAL-LEVEL CHEMICAL HOMEOSTASIS%GOBP%GO:0140962		21	-0.46534202	-1.0564235	0.39484128	0.76169384	1.0	1202	tags=24%, list=9%, signal=26%	
LYSOSOME ORGANIZATION%GOBP%GO:0007040	LYSOSOME ORGANIZATION%GOBP%GO:0007040		62	-0.37834442	-1.0555633	0.3569794	0.763312	1.0	831	tags=11%, list=6%, signal=12%	
ZINC ION TRANSPORT%GOBP%GO:0006829	ZINC ION TRANSPORT%GOBP%GO:0006829		18	-0.4785513	-1.0555123	0.38065845	0.76247686	1.0	1911	tags=22%, list=15%, signal=26%	
TRNA AMINOACYLATION FOR PROTEIN TRANSLATION%GOBP%GO:0006418	TRNA AMINOACYLATION FOR PROTEIN TRANSLATION%GOBP%GO:0006418		17	-0.4908654	-1.0554965	0.3767821	0.76154643	1.0	284	tags=12%, list=2%, signal=12%	
NEPHRON TUBULE DEVELOPMENT%GOBP%GO:0072080	NEPHRON TUBULE DEVELOPMENT%GOBP%GO:0072080		16	-0.48940217	-1.0551951	0.40987125	0.76144123	1.0	1066	tags=25%, list=8%, signal=27%	
T CELL ACTIVATION%PANTHER PATHWAY%P00053	T CELL ACTIVATION%PANTHER PATHWAY%P00053		43	-0.40381426	-1.0551139	0.36784142	0.7607144	1.0	1133	tags=19%, list=9%, signal=20%	
LEUKOCYTE PROLIFERATION%GOBP%GO:0070661	LEUKOCYTE PROLIFERATION%GOBP%GO:0070661		20	-0.47253364	-1.0547138	0.38065845	0.7609655	1.0	485	tags=25%, list=4%, signal=26%	
RESPONSE TO LIGHT STIMULUS%GOBP%GO:0009416	RESPONSE TO LIGHT STIMULUS%GOBP%GO:0009416		141	-0.33522123	-1.0540911	0.3022113	0.7618781	1.0	2853	tags=30%, list=22%, signal=38%	
VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876	VESICLE-MEDIATED TRANSPORT TO THE PLASMA MEMBRANE%GOBP%GO:0098876		94	-0.3531968	-1.0540876	0.3477322	0.7609134	1.0	2132	tags=28%, list=16%, signal=33%	
LYTIC VACUOLE ORGANIZATION%GOBP%GO:0080171	LYTIC VACUOLE ORGANIZATION%GOBP%GO:0080171		62	-0.37834442	-1.0536774	0.34698275	0.76121587	1.0	831	tags=11%, list=6%, signal=12%	
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051444	NEGATIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOBP%GO:0051444		17	-0.4911574	-1.0523663	0.4304348	0.76431	1.0	1524	tags=24%, list=12%, signal=27%	
SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME DATABASE ID RELEASE 83%3108232	SUMO E3 LIGASES SUMOYLATE TARGET PROTEINS%REACTOME DATABASE ID RELEASE 83%3108232		132	-0.34160745	-1.0521157	0.34186047	0.7640875	1.0	1057	tags=12%, list=8%, signal=13%	
PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY	PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY		19	-0.47371808	-1.0510536	0.3902439	0.76633805	1.0	1133	tags=26%, list=9%, signal=29%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474		23	-0.4595363	-1.0508851	0.37574553	0.7658723	1.0	167	tags=4%, list=1%, signal=4%	
3-PHOSPHOINOSITIDE BIOSYNTHESIS%BIOCYC%PWY-6352	3-PHOSPHOINOSITIDE BIOSYNTHESIS%BIOCYC%PWY-6352		22	-0.46231288	-1.0505435	0.40808082	0.76594615	1.0	2901	tags=32%, list=22%, signal=41%	
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819		72	-0.3665783	-1.0488394	0.37416482	0.7702125	1.0	877	tags=13%, list=7%, signal=13%	
VASCULAR PROCESS IN CIRCULATORY SYSTEM%GOBP%GO:0003018	VASCULAR PROCESS IN CIRCULATORY SYSTEM%GOBP%GO:0003018		114	-0.34375432	-1.0482197	0.3218391	0.7711448	1.0	665	tags=16%, list=5%, signal=16%	
MEMBRANE DOCKING%GOBP%GO:0022406	MEMBRANE DOCKING%GOBP%GO:0022406		68	-0.3659239	-1.0479003	0.34565216	0.7711538	1.0	1889	tags=24%, list=15%, signal=27%	
GPI ANCHOR METABOLIC PROCESS%GOBP%GO:0006505	GPI ANCHOR METABOLIC PROCESS%GOBP%GO:0006505		27	-0.43292397	-1.0475173	0.37995824	0.77139354	1.0	3281	tags=30%, list=25%, signal=40%	
RESPONSE TO INTERLEUKIN-6%GOBP%GO:0070741	RESPONSE TO INTERLEUKIN-6%GOBP%GO:0070741		16	-0.49171317	-1.047463	0.3899782	0.7706055	1.0	16	tags=6%, list=0%, signal=6%	
NUCLEOSIDE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:1901292	NUCLEOSIDE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:1901292		51	-0.38871643	-1.04638	0.3524229	0.7729146	1.0	1356	tags=22%, list=10%, signal=24%	
NEGATIVE REGULATION OF TRANSLATION%GOBP%GO:0017148	NEGATIVE REGULATION OF TRANSLATION%GOBP%GO:0017148		132	-0.33498493	-1.046273	0.3131068	0.77226627	1.0	1471	tags=15%, list=11%, signal=17%	
PEROXISOMAL LIPID METABOLISM%REACTOME%R-HSA-390918.5	PEROXISOMAL LIPID METABOLISM%REACTOME%R-HSA-390918.5		16	-0.48805344	-1.0459484	0.3888889	0.7723144	1.0	1593	tags=38%, list=12%, signal=43%	
HISTONE H2A UBIQUITINATION%GOBP%GO:0033522	HISTONE H2A UBIQUITINATION%GOBP%GO:0033522		20	-0.45989233	-1.0456344	0.4106776	0.7722992	1.0	2568	tags=25%, list=20%, signal=31%	
MESONEPHRIC TUBULE DEVELOPMENT%GOBP%GO:0072164	MESONEPHRIC TUBULE DEVELOPMENT%GOBP%GO:0072164		17	-0.47746998	-1.0454475	0.40206185	0.77188253	1.0	1066	tags=18%, list=8%, signal=19%	
TRANSCRIPTIONAL REGULATION BY VENTX%REACTOME%R-HSA-8853884.2	TRANSCRIPTIONAL REGULATION BY VENTX%REACTOME%R-HSA-8853884.2		32	-0.42276394	-1.0453544	0.37295082	0.771218	1.0	331	tags=6%, list=3%, signal=6%	
EPHA FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHA FORWARD SIGNALING	EPHA FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHA FORWARD SIGNALING		17	-0.47267815	-1.0447538	0.38640776	0.77213603	1.0	255	tags=12%, list=2%, signal=12%	
PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205	PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009205		99	-0.34590837	-1.0447315	0.32879817	0.77123195	1.0	1332	tags=16%, list=10%, signal=18%	
POSITIVE REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051973	POSITIVE REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051973		30	-0.4248359	-1.0444413	0.38771185	0.7712058	1.0	1432	tags=20%, list=11%, signal=22%	
NO/CGMP/PKG MEDIATED NEUROPROTECTION%WIKIPATHWAYS_20220510%WP4008%HOMO SAPIENS	NO/CGMP/PKG MEDIATED NEUROPROTECTION%WIKIPATHWAYS_20220510%WP4008%HOMO SAPIENS		17	-0.47635794	-1.0435169	0.4327731	0.77310973	1.0	761	tags=18%, list=6%, signal=19%	
SINGLE FERTILIZATION%GOBP%GO:0007338	SINGLE FERTILIZATION%GOBP%GO:0007338		30	-0.43027294	-1.0435121	0.3736952	0.77216166	1.0	2170	tags=30%, list=17%, signal=36%	
SIGNALING BY SCF-KIT%REACTOME%R-HSA-1433557.4	SIGNALING BY SCF-KIT%REACTOME%R-HSA-1433557.4		26	-0.4424814	-1.0432696	0.38170975	0.7719677	1.0	545	tags=15%, list=4%, signal=16%	
REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031440	REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031440		17	-0.48772338	-1.0426756	0.42857143	0.7728723	1.0	1383	tags=29%, list=11%, signal=33%	
CELLULAR RESPONSE TO INTERLEUKIN-6%GOBP%GO:0071354	CELLULAR RESPONSE TO INTERLEUKIN-6%GOBP%GO:0071354		15	-0.49215466	-1.0425003	0.4347826	0.7724417	1.0	16	tags=7%, list=0%, signal=7%	
REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062012	REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062012		150	-0.3296087	-1.0421047	0.3277512	0.7726723	1.0	1191	tags=12%, list=9%, signal=13%	
DENDRITIC SPINE ORGANIZATION%GOBP%GO:0097061	DENDRITIC SPINE ORGANIZATION%GOBP%GO:0097061		20	-0.4627207	-1.0416906	0.4186508	0.772967	1.0	320	tags=10%, list=2%, signal=10%	
DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME%R-HSA-3906995.3	DISEASES ASSOCIATED WITH O-GLYCOSYLATION OF PROTEINS%REACTOME%R-HSA-3906995.3		33	-0.4202617	-1.0408487	0.3929314	0.77465177	1.0	902	tags=18%, list=7%, signal=19%	
TRANSCRIPTION INITIATION-COUPLED CHROMATIN REMODELING%GOBP%GO:0045815	TRANSCRIPTION INITIATION-COUPLED CHROMATIN REMODELING%GOBP%GO:0045815		28	-0.43450794	-1.0407481	0.42137095	0.77401465	1.0	2507	tags=25%, list=19%, signal=31%	
CAMKK2 PATHWAY%WIKIPATHWAYS_20220510%WP4874%HOMO SAPIENS	CAMKK2 PATHWAY%WIKIPATHWAYS_20220510%WP4874%HOMO SAPIENS		25	-0.4455647	-1.0406755	0.38779527	0.7732782	1.0	2627	tags=32%, list=20%, signal=40%	
PLC BETA MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 83%112043	PLC BETA MEDIATED EVENTS%REACTOME DATABASE ID RELEASE 83%112043		36	-0.4140565	-1.040292	0.38445377	0.77349967	1.0	632	tags=17%, list=5%, signal=17%	
REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043405	REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043405		98	-0.3495365	-1.0401162	0.36507937	0.773074	1.0	1181	tags=19%, list=9%, signal=21%	
STRIATED MUSCLE CONTRACTION%GOBP%GO:0006941	STRIATED MUSCLE CONTRACTION%GOBP%GO:0006941		39	-0.40024224	-1.0392358	0.40044248	0.77484304	1.0	1664	tags=23%, list=13%, signal=26%	
SUMOYLATION%REACTOME%R-HSA-2990846.5	SUMOYLATION%REACTOME%R-HSA-2990846.5		138	-0.33225706	-1.0386902	0.3493976	0.77556866	1.0	1057	tags=12%, list=8%, signal=12%	
PIGMENT METABOLIC PROCESS%GOBP%GO:0042440	PIGMENT METABOLIC PROCESS%GOBP%GO:0042440		31	-0.4231246	-1.0385935	0.38189846	0.77491605	1.0	2324	tags=29%, list=18%, signal=35%	
PID_SHP2_PATHWAY%MSIGDB_C2%PID_SHP2_PATHWAY	PID_SHP2_PATHWAY%MSIGDB_C2%PID_SHP2_PATHWAY		35	-0.4118732	-1.0382475	0.37627813	0.7750559	1.0	545	tags=14%, list=4%, signal=15%	
ANTERIOR/POSTERIOR PATTERN SPECIFICATION%GOBP%GO:0009952	ANTERIOR/POSTERIOR PATTERN SPECIFICATION%GOBP%GO:0009952		25	-0.43618917	-1.0366932	0.4202586	0.77889484	1.0	1212	tags=28%, list=9%, signal=31%	
MESONEPHROS DEVELOPMENT%GOBP%GO:0001823	MESONEPHROS DEVELOPMENT%GOBP%GO:0001823		17	-0.47746998	-1.0366423	0.41497976	0.7781151	1.0	1066	tags=18%, list=8%, signal=19%	
ESTABLISHMENT OF PIGMENT GRANULE LOCALIZATION%GOBP%GO:0051905	ESTABLISHMENT OF PIGMENT GRANULE LOCALIZATION%GOBP%GO:0051905		15	-0.4915967	-1.0359162	0.42352942	0.77944535	1.0	3069	tags=33%, list=24%, signal=44%	
PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY	PID_KIT_PATHWAY%MSIGDB_C2%PID_KIT_PATHWAY		30	-0.41869485	-1.0342432	0.40127388	0.783676	1.0	545	tags=10%, list=4%, signal=10%	
REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888	REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888		18	-0.4785165	-1.0342048	0.42913386	0.78286594	1.0	657	tags=22%, list=5%, signal=23%	
NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0033865	NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0033865		69	-0.36513495	-1.0341213	0.36886993	0.78217185	1.0	1245	tags=17%, list=10%, signal=19%	
INORGANIC ION HOMEOSTASIS%GOBP%GO:0098771	INORGANIC ION HOMEOSTASIS%GOBP%GO:0098771		183	-0.31978026	-1.0322814	0.34015346	0.78685945	1.0	1920	tags=20%, list=15%, signal=23%	
ALPHA-SYNUCLEIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA-SYNUCLEIN SIGNALING	ALPHA-SYNUCLEIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALPHA-SYNUCLEIN SIGNALING		15	-0.49926847	-1.0321069	0.45208332	0.78646386	1.0	1467	tags=27%, list=11%, signal=30%	
GLUCOSE HOMEOSTASIS%GOBP%GO:0042593	GLUCOSE HOMEOSTASIS%GOBP%GO:0042593		68	-0.36388645	-1.0316993	0.38302752	0.7867383	1.0	1789	tags=21%, list=14%, signal=24%	
REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002709	REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002709		35	-0.41625577	-1.0314636	0.41290322	0.7864963	1.0	877	tags=14%, list=7%, signal=15%	
GROWTH HORMONE RECEPTOR SIGNALING%REACTOME%R-HSA-982772.1	GROWTH HORMONE RECEPTOR SIGNALING%REACTOME%R-HSA-982772.1		15	-0.4875263	-1.0310845	0.42827868	0.7866958	1.0	412	tags=20%, list=3%, signal=21%	
PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0034032	PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0034032		69	-0.36513495	-1.0309578	0.37606838	0.78616107	1.0	1245	tags=17%, list=10%, signal=19%	
RIBONUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0033875	RIBONUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GOBP%GO:0033875		69	-0.36513495	-1.0307528	0.3875	0.7858217	1.0	1245	tags=17%, list=10%, signal=19%	
EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4239%HOMO SAPIENS	EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4239%HOMO SAPIENS		86	-0.35261202	-1.0300634	0.390625	0.78696847	1.0	1334	tags=17%, list=10%, signal=19%	
GOLGI TO PLASMA MEMBRANE TRANSPORT%GOBP%GO:0006893	GOLGI TO PLASMA MEMBRANE TRANSPORT%GOBP%GO:0006893		40	-0.4001718	-1.0299537	0.40798226	0.7863401	1.0	1455	tags=30%, list=11%, signal=34%	
ESTABLISHMENT OF MELANOSOME LOCALIZATION%GOBP%GO:0032401	ESTABLISHMENT OF MELANOSOME LOCALIZATION%GOBP%GO:0032401		15	-0.4915967	-1.0292212	0.42994243	0.78759927	1.0	3069	tags=33%, list=24%, signal=44%	
ECTODERM DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2858%HOMO SAPIENS	ECTODERM DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2858%HOMO SAPIENS		84	-0.3539576	-1.0284307	0.36864406	0.7890807	1.0	1812	tags=21%, list=14%, signal=25%	
CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GOBP%GO:0086002	CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GOBP%GO:0086002		21	-0.45843455	-1.0280694	0.43460765	0.7892392	1.0	1664	tags=24%, list=13%, signal=27%	
PKMTS METHYLATE HISTONE LYSINES%REACTOME DATABASE ID RELEASE 83%3214841	PKMTS METHYLATE HISTONE LYSINES%REACTOME DATABASE ID RELEASE 83%3214841		35	-0.4079773	-1.0280595	0.40172786	0.78832334	1.0	3828	tags=46%, list=30%, signal=65%	
DEGRADATION OF BETA CATENIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DEGRADATION OF BETA CATENIN	DEGRADATION OF BETA CATENIN%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%DEGRADATION OF BETA CATENIN		16	-0.4741754	-1.0276614	0.42917547	0.78861296	1.0	708	tags=13%, list=5%, signal=13%	
MESONEPHRIC EPITHELIUM DEVELOPMENT%GOBP%GO:0072163	MESONEPHRIC EPITHELIUM DEVELOPMENT%GOBP%GO:0072163		17	-0.47746998	-1.0264528	0.4451477	0.7914395	1.0	1066	tags=18%, list=8%, signal=19%	
POTENTIAL THERAPEUTICS FOR SARS%REACTOME DATABASE ID RELEASE 83%9679191	POTENTIAL THERAPEUTICS FOR SARS%REACTOME DATABASE ID RELEASE 83%9679191		72	-0.3624786	-1.0263749	0.40042374	0.7907331	1.0	1697	tags=19%, list=13%, signal=22%	
URETERIC BUD DEVELOPMENT%GOBP%GO:0001657	URETERIC BUD DEVELOPMENT%GOBP%GO:0001657		17	-0.47746998	-1.0260503	0.43942505	0.79080784	1.0	1066	tags=18%, list=8%, signal=19%	
REGULATION OF GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0043467	REGULATION OF GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0043467		71	-0.3627714	-1.0258784	0.42822966	0.79039615	1.0	970	tags=14%, list=8%, signal=15%	
DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123	DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123		32	-0.40917858	-1.0257374	0.38350517	0.789921	1.0	141	tags=9%, list=1%, signal=9%	
SYNTHESIS OF PC%REACTOME%R-HSA-1483191.4	SYNTHESIS OF PC%REACTOME%R-HSA-1483191.4		21	-0.4609132	-1.025097	0.45030427	0.79095334	1.0	1895	tags=24%, list=15%, signal=28%	
POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062013	POSITIVE REGULATION OF SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0062013		61	-0.37076616	-1.0250874	0.41758242	0.7900445	1.0	839	tags=13%, list=6%, signal=14%	
MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329	MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329		66	-0.3614715	-1.0249699	0.39870688	0.78944564	1.0	931	tags=15%, list=7%, signal=16%	
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY		22	-0.45315126	-1.0240923	0.4172043	0.7912093	1.0	1212	tags=14%, list=9%, signal=15%	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474		143	-0.32803	-1.0225269	0.37793428	0.7950072	1.0	1911	tags=15%, list=15%, signal=18%	
VACUOLE ORGANIZATION%GOBP%GO:0007033	VACUOLE ORGANIZATION%GOBP%GO:0007033		117	-0.33009464	-1.0217946	0.36643025	0.79624987	1.0	1129	tags=10%, list=9%, signal=11%	
DISEASES ASSOCIATED WITH GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 83%3560782	DISEASES ASSOCIATED WITH GLYCOSAMINOGLYCAN METABOLISM%REACTOME DATABASE ID RELEASE 83%3560782		29	-0.42170548	-1.0216761	0.42436975	0.7956663	1.0	374	tags=10%, list=3%, signal=11%	
